"marketName","action","usdcAmount","tokenAmount","tokenName","timestamp","hash"
"Solana Up or Down - March 4, 9:45PM-9:50PM ET","Buy","4.997","5.26","Up","1772678897","0xf7529620e70a12094dfef4f2d6d9dcc4136c6976b0a39daf8819f2a4f68df383"
"Ethereum Up or Down - March 4, 9:45PM-9:50PM ET","Buy","4.997","5.26","Up","1772678897","0x91f0140d84b3c0bbda2da081201cec620a60fbb1fe6ba639d700aaaf316f00da"
"Ethereum Up or Down - March 4, 9:40PM-9:45PM ET","Buy","0.0774","0.09","Down","1772678601","0x5821d49ad726c987e426c76ffb625a69b5a29e7dea915ad63a4973c961f9edfd"
"Ethereum Up or Down - March 4, 9:40PM-9:45PM ET","Buy","4.916128","5.716427","Down","1772678601","0xadeecdf25dc3b833d6fa394a19233d8535e32da93f57b57bef223f186d966c69"
"Solana Up or Down - March 4, 9:40PM-9:45PM ET","Buy","4.21826","5.478259","Down","1772678601","0x7c83e43c68bd5b4ea334789c9ae5e493ce407a8f587897a138d3b7b1850bce2e"
"Solana Up or Down - March 4, 9:40PM-9:45PM ET","Buy","0.7777","1.01","Down","1772678601","0x0890bc4613bc8aa14b1a8a4fe8243a7e8302c5e3b295f261d954e32516ec520e"
"Bitcoin Up or Down - March 4, 9:40PM-9:45PM ET","Buy","4.998","14.7","Up","1772678591","0xf2d543aadc549625e77f0902b0cdb58dd0b951989ae39639400893413059f714"
"XRP Up or Down - March 4, 9:40PM-9:45PM ET","Buy","4.656","7.1447","Down","1772678589","0x00e7fa2fb2553e2a981ddbbf0473ecc3b9ccea9635888276e2f0a59e389ddf61"
"Bitcoin Up or Down - March 4, 9:40PM-9:45PM ET","Buy","4.344","7.135800000000001","Down","1772678587","0xfc55cf4662b1b828061cb3417341646b3b63525341a48d162edd96aee04094a0"
"Solana Up or Down - March 4, 9:40PM-9:45PM ET","Buy","3.5411","20.726399999999998","Up","1772678587","0xc034a84434c64cb45300c5a8df24e0d867e978ee6b911452271311d7ae68ed5d"
"XRP Up or Down - March 4, 9:35PM-9:40PM ET","Redeem","7.14","7.14","","1772678551","0xd2359a4d6c3abb6c0140962a84006a23c3d0ab2f8e796d4a80e4358b9dce0588"
"Bitcoin Up or Down - March 4, 9:35PM-9:40PM ET","Redeem","8.9485","8.9485","","1772678551","0xd2359a4d6c3abb6c0140962a84006a23c3d0ab2f8e796d4a80e4358b9dce0588"
"XRP Up or Down - March 4, 9:25PM-9:30PM ET","Redeem","0","0","","1772678299","0x2fd242c0178e53339b68d8dd8ec892ec7d830ba31f245725151a6250d7ba6c5b"
"Ethereum Up or Down - March 4, 9:25PM-9:30PM ET","Redeem","0","0","","1772678299","0x2fd242c0178e53339b68d8dd8ec892ec7d830ba31f245725151a6250d7ba6c5b"
"Solana Up or Down - March 4, 9:25PM-9:30PM ET","Redeem","0","0","","1772678299","0x2fd242c0178e53339b68d8dd8ec892ec7d830ba31f245725151a6250d7ba6c5b"
"XRP Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","0","0","","1772678299","0x2fd242c0178e53339b68d8dd8ec892ec7d830ba31f245725151a6250d7ba6c5b"
"Bitcoin Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","0","0","","1772678299","0x2fd242c0178e53339b68d8dd8ec892ec7d830ba31f245725151a6250d7ba6c5b"
"Solana Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","0","0","","1772678299","0x2fd242c0178e53339b68d8dd8ec892ec7d830ba31f245725151a6250d7ba6c5b"
"Ethereum Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","0","0","","1772678299","0x2fd242c0178e53339b68d8dd8ec892ec7d830ba31f245725151a6250d7ba6c5b"
"Solana Up or Down - March 4, 9:35PM-9:40PM ET","Buy","4.998","5.88","Up","1772678293","0xadca548d37eb16e7c3605473da5f580397f71e6df6fe73e5269eea2e88384471"
"XRP Up or Down - March 4, 9:35PM-9:40PM ET","Buy","3.57","7.14","Down","1772678285","0xd0deed3b6d2a53f96d25200b3dc44cd48cc0f455fcefab4a9ebbbc710406ad56"
"Ethereum Up or Down - March 4, 9:35PM-9:40PM ET","Buy","4.995","6.75","Up","1772678285","0xcee6019481e8a2ac043441b0faaeec9f3aec262b49e31b7cee0f515a450933e4"
"XRP Up or Down - March 4, 9:35PM-9:40PM ET","Buy","4.3099","9.0278","Up","1772678281","0x53a045ad71a19b7248d713903c45ad402e992a1e731f96286b90a4c2f7855b1a"
"Bitcoin Up or Down - March 4, 9:35PM-9:40PM ET","Buy","4.7268","8.9485","Down","1772678281","0x9a3728e51df4185dca8df75fba32a6c257057e69b82884445507726d4a2a46f3"
"Bitcoin Up or Down - March 4, 9:35PM-9:40PM ET","Buy","4.603236","9.460397","Up","1772678279","0x4fd611644fb52f719dbcc3a2512e88b6b8c03a135462e10e80f20e2456d225bc"
"XRP Up or Down - March 4, 9:25PM-9:30PM ET","Redeem","5.81","5.81","","1772678137","0xe96bc38c5fcf9246aff3eb4622bfdf36bf834316296d6e12fb2f6ac04b63d316"
"Ethereum Up or Down - March 4, 9:25PM-9:30PM ET","Redeem","5.95","5.95","","1772678137","0xe96bc38c5fcf9246aff3eb4622bfdf36bf834316296d6e12fb2f6ac04b63d316"
"Solana Up or Down - March 4, 9:25PM-9:30PM ET","Redeem","7.14","7.14","","1772678137","0xe96bc38c5fcf9246aff3eb4622bfdf36bf834316296d6e12fb2f6ac04b63d316"
"XRP Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","0","0","","1772678137","0xe96bc38c5fcf9246aff3eb4622bfdf36bf834316296d6e12fb2f6ac04b63d316"
"Bitcoin Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","0","0","","1772678137","0xe96bc38c5fcf9246aff3eb4622bfdf36bf834316296d6e12fb2f6ac04b63d316"
"Solana Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","0","0","","1772678137","0xe96bc38c5fcf9246aff3eb4622bfdf36bf834316296d6e12fb2f6ac04b63d316"
"Ethereum Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","0","0","","1772678137","0xe96bc38c5fcf9246aff3eb4622bfdf36bf834316296d6e12fb2f6ac04b63d316"
"Bitcoin Up or Down - March 4, 9:30PM-9:35PM ET","Buy","2.2775","55.5286","Up","1772677977","0x2984786c2c016967d2aa24bef2b21eb6c6d0bb0e4e03fe070d57711e923a30e3"
"Solana Up or Down - March 4, 9:25PM-9:30PM ET","Buy","4.998","7.14","Down","1772677769","0xa688eed8a582b447b1f5819111065d1aa0d156a35e9f0a8fdf986a97399f9a69"
"XRP Up or Down - March 4, 9:25PM-9:30PM ET","Buy","4.2656","4.96","Down","1772677699","0x9b481af56d5b8651c1c035403069230fc5d4d2c07af53ffbe6107743b849d365"
"XRP Up or Down - March 4, 9:25PM-9:30PM ET","Buy","0.731","0.85","Down","1772677699","0x0c72e0c9e56c8f6170e381b6043e7a21b85921804ded47a2eb0df4e1fc9aa036"
"XRP Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","8.910908","8.910908","","1772677679","0x69843d03bf14a82349033a6aa7b38e553401d5e3b70fe4efff83fb1a70deb211"
"Bitcoin Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","9.105873","9.105873","","1772677679","0x69843d03bf14a82349033a6aa7b38e553401d5e3b70fe4efff83fb1a70deb211"
"Solana Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","9.25","9.25","","1772677679","0x69843d03bf14a82349033a6aa7b38e553401d5e3b70fe4efff83fb1a70deb211"
"Ethereum Up or Down - March 4, 9:20PM-9:25PM ET","Redeem","13.51","13.51","","1772677679","0x69843d03bf14a82349033a6aa7b38e553401d5e3b70fe4efff83fb1a70deb211"
"Ethereum Up or Down - March 4, 9:25PM-9:30PM ET","Buy","4.998","5.95","Down","1772677677","0x4681c1acf2493106681a2b29a4a982a26c932e0ac93981d4a5ef64a3fe548b24"
"Bitcoin Up or Down - March 4, 9:25PM-9:30PM ET","Buy","3.855128","31.188327","Up","1772677675","0xb5e5e7bf60b971b4e50704ee2d221c35d152d11325f3b5e045e299194da073a2"
"Ethereum Up or Down - March 4, 9:20PM-9:25PM ET","Buy","4.9987","13.51","Down","1772677483","0x6ef36cab941686cab1c1323d47eb9d5a2e86905f102e7ab8b6395bc4fcdc369e"
"XRP Up or Down - March 4, 9:20PM-9:25PM ET","Buy","2.5592","4.57","Down","1772677385","0xd274ec44e26851d8b2438e5dae13c57de2b49eceee75b67b9662ecade5bf14ca"
"XRP Up or Down - March 4, 9:20PM-9:25PM ET","Buy","2.430909","4.340908","Down","1772677385","0x8cfa50413951a0cf99c50419d3526f1bde9e62e240f94f5fa3cfbb36c7d0fa9d"
"Solana Up or Down - March 4, 9:20PM-9:25PM ET","Buy","2.9322","5.43","Down","1772677385","0x1b1f4b4280235490a61582d6db75adbe1afcee978bd77b48ff4dc0ec5dc9e519"
"Solana Up or Down - March 4, 9:20PM-9:25PM ET","Buy","2.0628","3.82","Down","1772677385","0x53f743bd32b935e07b4c2b4ce54f7ec373c89b0fb26c91baa811dce519f88c67"
"Solana Up or Down - March 4, 9:20PM-9:25PM ET","Buy","4.887","10.6937","Up","1772677377","0xe578aa99f86b96011023c063569619b2dd815b9b1478621e7ec7b9f1bcf2f7b5"
"XRP Up or Down - March 4, 9:20PM-9:25PM ET","Buy","4.571","11.733600000000001","Up","1772677375","0xac5d5f54657519bdeaabfa16fc6048a01b1d2718b3b5483ff98a1f489a7b9f08"
"Ethereum Up or Down - March 4, 9:20PM-9:25PM ET","Buy","4.6585","8.340300000000001","Up","1772677375","0xe67079b07fe65bd98d30cfb73ace8f3e31d2a49cf9e84592c4088eff81da6314"
"Bitcoin Up or Down - March 4, 9:20PM-9:25PM ET","Buy","4.800782","9.105873","Down","1772677373","0xb7ef8c82ec1995f8b51cc95c8b29db9dfb87e578c9bfaf0c42831c45981ea6c6"
"Bitcoin Up or Down - March 4, 9:20PM-9:25PM ET","Buy","4.14187","8.337796","Up","1772677373","0x2ece81aa539531c12ff7ad61457ac548cc4fd0358d5ebac0bdc9cbc1a40357d3"
"Solana Up or Down - March 4, 9:15PM-9:20PM ET","Redeem","5.26","5.26","","1772677349","0x53ba2ecd631c97501d87a4cf5a736321c66639464c89f10b24d348ea1ccd5dd9"
"Bitcoin Up or Down - March 4, 9:15PM-9:20PM ET","Redeem","8.47","8.47","","1772677349","0x53ba2ecd631c97501d87a4cf5a736321c66639464c89f10b24d348ea1ccd5dd9"
"XRP Up or Down - March 4, 9:15PM-9:20PM ET","Redeem","9.8","9.8","","1772677349","0x53ba2ecd631c97501d87a4cf5a736321c66639464c89f10b24d348ea1ccd5dd9"
"Solana Up or Down - March 4, 9:15PM-9:20PM ET","Buy","4.997","5.26","Up","1772677101","0x741efe2111c7f31c5df0b70f7bc6a632506b632b575bb3f68c864929aa4f1255"
"Bitcoin Up or Down - March 4, 9:15PM-9:20PM ET","Buy","4.9973","8.47","Down","1772677087","0x118f3aecbd45c82981093ec85d86fe02c960bb4f7a7f1609fca8db65886cb1ff"
"XRP Up or Down - March 4, 9:15PM-9:20PM ET","Buy","4.998","9.8","Down","1772677085","0x055c85d8a2d08c1224a9e08c8fd5ba17be83075001c48e60160a4bf8a4920086"
"Bitcoin Up or Down - March 4, 9:15PM-9:20PM ET","Buy","3.613855","9.158797","Up","1772677071","0x37ab4ca70593ea720af6cf051b2cd96672733d1152173ba26dce15278e254b90"
"Solana Up or Down - March 4, 9:10PM-9:15PM ET","Redeem","6.41","6.41","","1772677063","0xc67a613335437e895991b76cc9bc7f96f767c9837e0dde128a209fe26f9c24a2"
"Bitcoin Up or Down - March 4, 9:10PM-9:15PM ET","Redeem","10.9","10.9","","1772677063","0xc67a613335437e895991b76cc9bc7f96f767c9837e0dde128a209fe26f9c24a2"
"XRP Up or Down - March 4, 9:10PM-9:15PM ET","Redeem","14.135","14.135","","1772677063","0xc67a613335437e895991b76cc9bc7f96f767c9837e0dde128a209fe26f9c24a2"
"Solana Up or Down - March 4, 9:05PM-9:10PM ET","Redeem","0","0","","1772677053","0x297952c20c277b7c4e7a3ea7508753ea45c7d882dd1a844dee68aee29cc21a8e"
"Bitcoin Up or Down - March 4, 9:00PM-9:05PM ET","Redeem","0","0","","1772677053","0x297952c20c277b7c4e7a3ea7508753ea45c7d882dd1a844dee68aee29cc21a8e"
"Ethereum Up or Down - March 4, 9:10PM-9:15PM ET","Buy","4.9932","6.57","Down","1772676781","0xe655c667aab8e567e5aebf0454f2c28c009d4334a4ebad1376822e3f834b4c80"
"Solana Up or Down - March 4, 9:10PM-9:15PM ET","Buy","4.9998","6.41","Down","1772676781","0xfa1f7706855b1f7d1cc1330d799497fd2d816c80724932027bfdbcf300827d01"
"XRP Up or Down - March 4, 9:10PM-9:15PM ET","Buy","1.3862","2.39","Down","1772676781","0xf397a9699b6471b4558bef9ce3d706b678eee29a9d9c6df03eeed70daa3859a2"
"XRP Up or Down - March 4, 9:10PM-9:15PM ET","Buy","0.9338","1.61","Down","1772676781","0x47e207b6001524dc263b9c78e6e4159554e2448dbac54b9ef4c31cbb83b6ff9b"
"XRP Up or Down - March 4, 9:10PM-9:15PM ET","Buy","1.74","3","Down","1772676781","0xbf624d4d779a5dba0fc2646249198308fa75a3a0ee21a41d4236a1096163e105"
"XRP Up or Down - March 4, 9:10PM-9:15PM ET","Buy","0.9396","1.62","Down","1772676781","0xcafc54eaeb038b2c1ca69d70a679314485c23b94806dfbec7aeca3ba3859f34f"
"XRP Up or Down - March 4, 9:10PM-9:15PM ET","Buy","3.9984","14.135","Up","1772676775","0x809afcd038023ecd76d6c5d526ca1328aa47627d2504af7f1ccc7fcebd7ea0e6"
"Solana Up or Down - March 4, 9:10PM-9:15PM ET","Buy","2.223","15.5619","Up","1772676773","0xeee85f332042acd68c90b7e090edd63e3984e6f8716986a44f88abf509c0c1f9"
"Bitcoin Up or Down - March 4, 9:10PM-9:15PM ET","Buy","2.4978","5.43","Up","1772676771","0x5ff43e8a1decae194a5f4fae4d99c39113be8395ca6c3ab3ef732b59bf7928da"
"Bitcoin Up or Down - March 4, 9:10PM-9:15PM ET","Buy","4.2174","7.6895999999999995","Down","1772676771","0xc3ed66768b6c725711798dbce08e5461aa36deb0afb8b793b3b76f7ed61a0b09"
"Bitcoin Up or Down - March 4, 9:10PM-9:15PM ET","Buy","2.5162","5.47","Up","1772676771","0xc05e59fe6b15e6717bbb45e5f590687b245ad706fad78d59335fef4e4c882dde"
"XRP Up or Down - March 4, 9:05PM-9:10PM ET","Redeem","7.9342","7.9342","","1772676767","0x4f2a9fce4cb8bd5fba5094a41216340f110bf1d3206e815602a734c7c5c94a5a"
"Bitcoin Up or Down - March 4, 9:05PM-9:10PM ET","Redeem","8.646197","8.646197","","1772676767","0x4f2a9fce4cb8bd5fba5094a41216340f110bf1d3206e815602a734c7c5c94a5a"
"Ethereum Up or Down - March 4, 9:05PM-9:10PM ET","Redeem","8.949","8.949","","1772676767","0x4f2a9fce4cb8bd5fba5094a41216340f110bf1d3206e815602a734c7c5c94a5a"
"XRP Up or Down - March 4, 9:05PM-9:10PM ET","Buy","2.3236","6.28","Down","1772676485","0x3ea646d15785723d79b5ea07202572c9960cef5fad36b9ab6d8355e2c414b646"
"XRP Up or Down - March 4, 9:05PM-9:10PM ET","Buy","2.672222","7.222221","Down","1772676485","0xf7eded83469d7ebfe8bd3a0c9a4d3402fa532e647d99c0645e0d42ea44b91646"
"Solana Up or Down - March 4, 9:05PM-9:10PM ET","Buy","4.9995","11.11","Down","1772676483","0x89ee267eb9a38a308c73792dd51011f3685fe4de9cffe2552e5ce92108e6fe57"
"Ethereum Up or Down - March 4, 9:05PM-9:10PM ET","Buy","1.6","5","Down","1772676483","0xc0b7d69333ccf4254f922bc63bf8b04a217e25baf80910710b33f189274e8400"
"Ethereum Up or Down - March 4, 9:05PM-9:10PM ET","Buy","3.3984","10.62","Down","1772676483","0x824406b8db7cab4af48e01e19ff60a58875ae44b288da3f47b2af1ee9b4d0630"
"Bitcoin Up or Down - March 4, 9:05PM-9:10PM ET","Buy","4.9973","8.47","Down","1772676471","0x371305174a00b6f344046f5eb7841198935e9dfa7a473d84a7a0c6677b35a6ce"
"XRP Up or Down - March 4, 9:05PM-9:10PM ET","Buy","4.1106","7.934200000000001","Up","1772676469","0xe60f95a8843b6d6a491fc6c0b590e3e1e18497cc02a4ab6a4de6f91906bbef7c"
"Ethereum Up or Down - March 4, 9:05PM-9:10PM ET","Buy","4.8177","8.949","Up","1772676469","0x743a257ed7ffdda6a9e4add73b32ad9b607d3401fa58668163670e3cd27c6658"
"Bitcoin Up or Down - March 4, 9:05PM-9:10PM ET","Buy","3.411572","8.646197","Up","1772676467","0xdc897f37184b43412359cc0fbcc301ccafbc5acbb714d9362522d8c76a68a4ec"
"Ethereum Up or Down - March 4, 8:55PM-9:00PM ET","Redeem","0","0","","1772676415","0x8abeec70fc6118c6350471c69523c480a1f2ab21fd55247a4fc82a4bc10b3cc9"
"Solana Up or Down - March 4, 8:55PM-9:00PM ET","Redeem","0","0","","1772676415","0x8abeec70fc6118c6350471c69523c480a1f2ab21fd55247a4fc82a4bc10b3cc9"
"Bitcoin Up or Down - March 4, 8:55PM-9:00PM ET","Redeem","6.5794","6.5794","","1772676301","0x92cbd459a27c0e000e133cea97d8c0d81b545c34396914aa40a109d46d515831"
"Bitcoin Up or Down - March 4, 9:00PM-9:05PM ET","Buy","4.5066","15.3753","Down","1772676165","0xea875cdaf0181d098e7938e31e89bb9341ec8fd848c3e595a0018caae698ac96"
"Bitcoin Up or Down - March 4, 8:55PM-9:00PM ET","Buy","0.4004","1.43","Up","1772675867","0x6ddff1adbb6baf07c2028ee9e0ba46515503d4d6d059144c29b0eb73980ddd69"
"Bitcoin Up or Down - March 4, 8:55PM-9:00PM ET","Buy","4.5976","16.42","Up","1772675867","0x46271b2dd67810680ca9b001a514eb906b1b37ec981b7c60a56709f469c6fa97"
"Ethereum Up or Down - March 4, 8:55PM-9:00PM ET","Buy","3.5144","6.5566","Down","1772675865","0xb1ed84acc7b3c08ad9cb44173fd21e1ef58543f9bbf9bc41b8f3dffcc38932c9"
"Solana Up or Down - March 4, 8:55PM-9:00PM ET","Buy","2.94","7.244199999999999","Down","1772675865","0x12804653e485971d72bd52e644630c13c57d057a43ad681ef88c8fa83598e526"
"Bitcoin Up or Down - March 4, 8:55PM-9:00PM ET","Buy","4.2021","6.5794","Down","1772675863","0x28d6b232c31f73e78e5920b13d13f1cf96088a929a429dedf6269ab33a83557b"
"Ethereum Up or Down - March 4, 8:10PM-8:15PM ET","Redeem","6.25","6.25","","1772673477","0xbf631b6cea13374f57168c8647c9fcc79a440192dd988b130add85d72737ab8f"
"Solana Up or Down - March 4, 8:10PM-8:15PM ET","Redeem","13.0407","13.0407","","1772673477","0xbf631b6cea13374f57168c8647c9fcc79a440192dd988b130add85d72737ab8f"
"XRP Up or Down - March 4, 8:10PM-8:15PM ET","Redeem","14.7","14.7","","1772673477","0xbf631b6cea13374f57168c8647c9fcc79a440192dd988b130add85d72737ab8f"
"Bitcoin Up or Down - March 4, 8:10PM-8:15PM ET","Redeem","23.86","23.86","","1772673477","0xbf631b6cea13374f57168c8647c9fcc79a440192dd988b130add85d72737ab8f"
"Ethereum Up or Down - March 4, 8:10PM-8:15PM ET","Buy","5","6.25","Down","1772673127","0x3037364727a2a04081b8e773fc30db597a8361565fb731890c35bf10b0d14644"
"XRP Up or Down - March 4, 8:10PM-8:15PM ET","Buy","4.08","12","Up","1772673111","0xeb613f8e43f41ff49709672b09e9496d863b895024dcefb8f6a3e48e4e11f095"
"XRP Up or Down - March 4, 8:10PM-8:15PM ET","Buy","0.918","2.7","Up","1772673111","0x734e10834ab72ac72cc58a42684c48e664c66799c6666165e8768670a961d4d6"
"Solana Up or Down - March 4, 8:10PM-8:15PM ET","Buy","3.156","13.040700000000001","Up","1772673109","0xa5ffd7f99164b83a00b2e318b1c7b827052f654179c90a0746f8fa4f028f6997"
"Bitcoin Up or Down - March 4, 8:10PM-8:15PM ET","Buy","5.0106","23.86","Up","1772673107","0xeeae8d9fe27844f6491d6f160311b26b5ba148d8d4bca3b24c3e79ffaaa1ab31"
"XRP Up or Down - March 4, 8:10PM-8:15PM ET","Buy","3.6771","7.8073999999999995","Down","1772673105","0xbec2eab6e0ac96b9855535ad77604e6dff437d87570c7d18e717ff7bc2d645f6"
"Bitcoin Up or Down - March 4, 8:10PM-8:15PM ET","Buy","4.493725","6.186222","Down","1772673105","0xf0ffd8133d6cb2bd816a2a34710e6e3533d77007e1ffe37fda1aa5bd6a5ffe6a"
"Solana Up or Down - March 4, 8:10PM-8:15PM ET","Buy","4.4982","7.0431","Down","1772673105","0x1b8062ffa72f6ebb22ddad6f920e87a66914a44ad2591b00027083fd20cf5414"
"Ethereum Up or Down - March 4, 7:55PM-8:00PM ET","Redeem","7.69","7.69","","1772672991","0x79d70c116ed0b506203a22665ab4dbf32a774f623657e3383de77011af64b363"
"Solana Up or Down - March 4, 7:55PM-8:00PM ET","Redeem","0","0","","1772672693","0xed9eb83123f6bb1aaed3c245e61dc0341bc4170cb8a407874e4cdc845f0ede29"
"XRP Up or Down - March 4, 7:50PM-7:55PM ET","Redeem","0","0","","1772672693","0xed9eb83123f6bb1aaed3c245e61dc0341bc4170cb8a407874e4cdc845f0ede29"
"XRP Up or Down - March 4, 7:55PM-8:00PM ET","Redeem","0","0","","1772672693","0xed9eb83123f6bb1aaed3c245e61dc0341bc4170cb8a407874e4cdc845f0ede29"
"Bitcoin Up or Down - March 4, 7:50PM-7:55PM ET","Redeem","0","0","","1772672693","0xed9eb83123f6bb1aaed3c245e61dc0341bc4170cb8a407874e4cdc845f0ede29"
"Ethereum Up or Down - March 4, 7:50PM-7:55PM ET","Redeem","0","0","","1772672693","0xed9eb83123f6bb1aaed3c245e61dc0341bc4170cb8a407874e4cdc845f0ede29"
"Bitcoin Up or Down - March 4, 2PM ET","Redeem","0","0","","1772672693","0xed9eb83123f6bb1aaed3c245e61dc0341bc4170cb8a407874e4cdc845f0ede29"
"Bitcoin Up or Down - March 4, 7:10PM-7:15PM ET","Redeem","0","0","","1772672693","0xed9eb83123f6bb1aaed3c245e61dc0341bc4170cb8a407874e4cdc845f0ede29"
"Bitcoin Up or Down - March 4, 7:55PM-8:00PM ET","Redeem","11.191663","11.191663","","1772672593","0x8c3693d0827f65b340d474e9bc8b6f6d259500376fb07d9c943a2585c97da6cd"
"Solana Up or Down - March 4, 7:55PM-8:00PM ET","Buy","4.9985","7.69","Up","1772672199","0x08707bc159a8124197dbe71d8820ea6cf7d88cdc89c3e4e02cd98584a007c6a8"
"Ethereum Up or Down - March 4, 7:55PM-8:00PM ET","Buy","4.9985","7.69","Up","1772672197","0x63df442ee0071eb2ac2dc8c824567e4e604ecfe74e1c4b20bef706bc4d8bbb00"
"XRP Up or Down - March 4, 7:55PM-8:00PM ET","Buy","4.9996","8.492199999999999","Up","1772672193","0x88f350bbba479c04ae8027fbfbc375e1ae13809bb229a15c6e77d369388bea05"
"Ethereum Up or Down - March 4, 7:55PM-8:00PM ET","Buy","4.7192","13.705300000000001","Down","1772672193","0x92f63daf017ed1e9626a93903d1926296ea5a564e241efc1c1d5a7fc279fe1e1"
"Bitcoin Up or Down - March 4, 7:55PM-8:00PM ET","Buy","4.906698","8.207997","Up","1772672191","0xb6c531fd142331410bc83ddc05f52c0e3a09134cc9b3af6467310dc6db360614"
"Bitcoin Up or Down - March 4, 7:55PM-8:00PM ET","Buy","4.759881","11.191663","Down","1772672191","0xa4ca1e393ddf385f084ae643060b1d70779399ac8684b0c32bffd3b4c3bf578c"
"Bitcoin Up or Down - March 4, 7:40PM-7:45PM ET","Redeem","6.396993","6.396993","","1772672113","0x3efa923aa8593ff61f2c4c74a3702518b6de33c6ee7fbec8f38f54cbe975b9ee"
"Bitcoin Up or Down - March 4, 7:30PM-7:35PM ET","Redeem","0","0","","1772672113","0x3efa923aa8593ff61f2c4c74a3702518b6de33c6ee7fbec8f38f54cbe975b9ee"
"Bitcoin Up or Down - March 4, 7:35PM-7:40PM ET","Redeem","0","0","","1772672113","0x3efa923aa8593ff61f2c4c74a3702518b6de33c6ee7fbec8f38f54cbe975b9ee"
"XRP Up or Down - March 4, 7:50PM-7:55PM ET","Buy","4.095","8.0621","Up","1772671887","0xea173003316de07bf44731f930c95394b1654ddd497df8abefb4d819bd913ea5"
"Ethereum Up or Down - March 4, 7:50PM-7:55PM ET","Buy","4.5709","10.470400000000001","Up","1772671887","0xbd811aed64a8ffd2f68926355f621c5573d39080c038cd3e620fca45584de72c"
"Bitcoin Up or Down - March 4, 7:50PM-7:55PM ET","Buy","4.2","9.8517","Up","1772671885","0xefa14abf9aa2c4994b6d039bd655ea8bce45f881f29658bd778b74d7f9438219"
"Bitcoin Up or Down - March 4, 7:30PM-7:35PM ET","Redeem","7.347884","7.347884","","1772671515","0xc4d35fdf448f1f8f2c32a8b4a8dd9ef9c52d0df25089f213a917305de9f940b1"
"Bitcoin Up or Down - March 4, 7:35PM-7:40PM ET","Redeem","8.977797","8.977797","","1772671515","0xc4d35fdf448f1f8f2c32a8b4a8dd9ef9c52d0df25089f213a917305de9f940b1"
"Bitcoin Up or Down - March 4, 7:40PM-7:45PM ET","Buy","4.709367","6.396993","Up","1772671257","0xe84e67f8d784888d11dcd21f0e79d0a1c10a1ee383ea3e4f11e42a6cf46a5f2f"
"Bitcoin Up or Down - March 4, 7:35PM-7:40PM ET","Buy","4.9082","10.67","Up","1772670959","0x4e45f41b7d850e29410efb7ea02e7a52a72b51046111d5c55ec5e400438d0d9a"
"Bitcoin Up or Down - March 4, 7:30PM-7:35PM ET","Buy","0.09396","10.439798","Up","1772670957","0xff998c8d67d099d1b6d3a31d72134e881d5f77ae73d7a7361d800dc41d6e366e"
"Bitcoin Up or Down - March 4, 7:35PM-7:40PM ET","Buy","4.73322","8.977797","Down","1772670955","0x76ef4ab0e7314d050b42e20cb9f75ba21feab99a55a8b2fcb6f8d6d3928f44ee"
"Bitcoin Up or Down - March 4, 7:25PM-7:30PM ET","Redeem","8.13","8.13","","1772670733","0x5c1e1d1bc8fd4d5bc6bb3c893f27e2f2836df9fffc92364adb0ebede408dbd5e"
"Bitcoin Up or Down - March 4, 7:30PM-7:35PM ET","Buy","4.838799","10.852898","Up","1772670655","0xf8511e38b9068bd61c14dcd3d2b57c2560a260af2310e676179af63c8f536a1c"
"Bitcoin Up or Down - March 4, 7:30PM-7:35PM ET","Buy","4.244768","7.3478840000000005","Down","1772670655","0xaf5feb63702fd98aca7c8e88c99112329e146e785d7382a6245cbb3c92e78fb6"
"Bitcoin Up or Down - March 4, 7:25PM-7:30PM ET","Buy","4.878","8.13","Down","1772670559","0x13fc759b19fc26c3f31ced94089f5d7c5935f3e305c5a6bfa62dea9adcc69159"
"Bitcoin Up or Down - March 4, 7:20PM-7:25PM ET","Redeem","7.9342","7.9342","","1772670503","0xd2e591e3c516477454aaaa3d9a62d8c106e1a9b52215fea09edba1e2a529b0db"
"Bitcoin Up or Down - March 4, 7:20PM-7:25PM ET","Buy","0.0549","6.0999","Down","1772670351","0x6bb551b2f4f16199cc6b9a3252d4289737ef6e9b977ce8d9cec1db35efc9a8c2"
"Bitcoin Up or Down - March 4, 7:20PM-7:25PM ET","Buy","4.888","12.22","Down","1772670153","0xc213e473860ee7dc9bf4cdd857a98c729588d1806e7464288762d7a3c0b7ca35"
"Bitcoin Up or Down - March 4, 7:20PM-7:25PM ET","Buy","4.1106","7.934200000000001","Up","1772670049","0x9518b945d7d7d8ca8a5474d9b31cc6b5d9ff8945ca42c23ca38d4a6caf809f1e"
